feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
55.85,53.56,40.51,70.27,53.73,66.18,58.14,48.15,64.48,32.0,69.85,74.41,79.95,39.4,73.95,13.15,59.48,53.53,65.15,28.13,43.34,73.43,77.16,75.33,75.35
53.09,77.51,60.81,68.04,47.52,36.88,69.29,43.23,94.67,53.63,62.83,92.23,59.44,58.74,75.62,42.37,63.93,80.47,58.28,100.71,92.0,86.98,57.35,65.49,55.77
44.7,56.33,39.79,55.61,42.92,39.58,54.52,57.06,70.33,65.96,67.07,62.18,67.42,59.9,46.16,26.63,60.35,43.05,67.42,52.73,57.23,80.89,99.72,81.35,73.91
51.73,54.11,60.66,54.96,54.15,45.91,40.68,56.84,46.47,53.06,63.13,68.82,67.51,49.9,77.91,69.16,95.13,95.72,44.44,54.36,48.72,68.6,33.28,110.87,43.66
46.95,48.6,58.32,60.65,59.55,57.03,57.77,68.78,75.47,55.39,79.44,46.31,43.13,64.37,69.82,70.33,90.34,63.6,75.97,73.13,75.37,73.17,68.13,71.15,61.6
52.19,53.47,33.15,43.66,81.16,47.67,58.53,47.15,54.41,77.15,66.36,96.17,96.93,56.7,37.27,71.1,44.11,72.67,23.73,97.56,55.28,81.1,90.98,24.61,73.94
57.95,50.32,45.21,54.36,36.1,64.57,59.51,77.15,78.93,61.6,60.04,56.62,55.23,65.36,89.92,48.74,57.14,78.61,68.5,91.07,60.22,86.02,83.25,68.68,40.1
67.65,59.79,66.73,28.17,69.49,69.35,69.42,85.54,70.7,47.35,77.15,57.07,73.83,66.07,67.78,78.13,82.73,79.22,57.29,88.13,76.3,40.1,52.04,100.25,86.39
38.0,62.52,41.72,64.52,67.16,63.79,70.76,57.45,16.32,70.53,64.62,56.45,75.69,47.75,58.07,78.89,78.14,41.23,88.82,63.76,64.31,49.37,55.62,72.11,53.32
73.4,43.35,47.66,35.26,45.26,77.04,48.98,75.5,44.44,62.97,62.88,51.68,60.7,57.22,58.39,43.41,66.23,83.66,103.23,63.45,118.39,95.25,51.35,107.65,42.34
30.5,37.36,58.31,72.04,57.54,61.41,48.68,43.21,72.69,22.18,65.87,50.33,73.01,65.32,29.73,39.61,45.95,73.76,62.54,76.92,69.47,70.72,85.88,83.96,50.69
49.41,31.8,62.01,50.04,49.28,40.18,42.96,73.05,61.2,66.43,59.55,53.62,67.06,84.13,75.38,66.0,54.37,55.93,96.12,67.4,83.67,63.09,57.09,33.56,123.96
57.18,57.59,50.11,51.46,57.32,73.72,66.43,72.66,44.16,65.88,61.14,40.15,39.61,68.36,69.58,98.25,57.44,53.76,62.84,87.79,31.2,66.47,78.49,76.41,30.49
53.95,39.86,46.13,46.47,73.86,48.13,76.56,70.09,49.81,60.3,51.91,49.43,57.52,52.75,61.6,96.6,72.12,61.65,50.16,86.6,53.36,66.46,78.68,80.53,84.81
44.46,28.32,69.36,50.54,62.57,67.84,52.75,57.78,31.36,73.38,49.36,93.18,52.89,70.78,87.37,76.14,98.52,43.32,103.05,81.83,48.72,83.72,123.92,97.77,58.09
48.81,56.27,73.0,71.02,61.36,76.46,53.74,16.64,57.72,49.91,45.52,73.77,55.38,93.03,40.78,52.86,54.29,100.72,79.16,19.48,51.44,48.73,79.73,114.03,67.12
45.82,79.42,64.26,24.15,49.62,61.94,76.8,49.02,91.06,65.05,39.42,76.81,41.48,79.58,54.56,81.96,48.02,96.24,69.09,72.56,79.52,72.52,55.56,93.97,88.59
44.81,51.93,53.98,69.32,36.45,36.55,63.83,49.24,70.67,36.5,47.36,80.84,81.59,73.31,50.12,57.86,64.99,76.58,82.4,67.82,92.23,77.17,41.61,83.69,87.48
59.92,61.22,43.7,58.06,52.39,44.06,62.89,44.3,90.76,66.11,58.3,91.35,89.43,76.34,60.12,52.18,86.09,63.76,74.35,73.36,78.06,80.32,67.07,88.88,59.68
54.75,52.9,43.45,39.52,70.08,73.2,40.92,59.71,71.79,89.3,62.6,33.66,79.14,88.48,66.18,27.41,40.23,64.25,67.65,54.91,66.35,76.68,70.44,70.3,44.45
43.72,50.91,59.01,41.1,35.91,53.8,66.16,52.13,73.9,45.08,56.79,42.32,83.96,82.29,72.53,67.84,93.89,82.4,43.13,43.5,58.07,82.83,25.47,41.82,89.0
60.45,62.11,57.81,74.12,41.81,57.03,44.46,46.46,87.62,48.6,24.49,49.14,57.31,73.63,58.93,54.66,63.82,101.4,63.72,79.26,93.83,59.97,57.65,74.91,87.43
54.23,48.81,69.12,42.65,56.58,65.86,41.69,43.18,64.47,49.35,85.41,54.48,52.5,82.17,49.65,67.74,53.42,57.16,81.15,62.87,113.46,52.22,79.39,82.04,68.59
59.54,54.94,60.48,40.16,42.69,65.05,52.32,47.98,56.29,61.95,77.84,57.19,50.15,45.61,94.51,24.61,37.4,46.77,66.61,81.49,73.77,123.6,61.55,47.52,84.94
57.61,55.54,35.71,67.65,45.09,59.62,49.09,73.7,73.97,44.05,67.91,54.85,73.63,38.46,107.2,69.06,80.07,97.41,86.6,56.58,90.26,65.67,93.83,103.19,64.97
42.3,44.65,65.1,58.06,49.71,53.29,54.01,48.75,80.08,66.32,90.57,65.51,66.75,66.67,67.51,22.24,63.83,34.04,76.48,98.32,78.04,68.13,39.5,96.12,56.39
45.12,62.91,41.52,42.74,37.93,51.94,37.55,50.79,52.04,72.7,45.85,62.56,61.73,65.17,51.76,85.58,70.16,48.84,51.88,90.02,86.49,86.23,87.55,43.82,75.09
58.85,50.08,48.58,56.6,42.82,67.15,69.94,51.61,48.54,68.02,90.26,50.43,84.37,54.75,90.82,75.39,50.33,63.31,43.28,75.94,47.13,105.52,92.65,104.05,86.68
57.41,43.69,55.88,41.69,63.79,63.2,72.22,62.75,61.01,33.47,46.04,27.19,69.68,78.04,39.68,60.98,61.1,38.35,65.94,65.73,60.99,60.56,93.56,67.22,81.96
50.78,57.9,75.95,67.21,38.66,52.66,30.71,64.39,71.06,74.93,64.7,46.11,49.16,32.33,59.14,76.13,58.0,89.13,58.78,87.05,79.11,51.02,39.33,56.87,86.46
52.23,42.12,88.76,66.74,35.03,70.07,70.21,15.37,70.57,74.06,41.26,53.21,51.77,54.91,52.82,48.39,65.14,84.28,75.56,77.85,95.86,45.91,79.76,97.74,57.89
64.42,52.31,59.98,60.38,47.12,54.32,46.06,72.3,38.35,72.45,61.23,58.05,74.25,55.76,44.71,67.3,54.61,57.08,55.0,74.77,54.23,105.46,58.62,72.88,110.59
44.79,51.9,50.89,58.34,64.15,44.93,68.57,78.11,86.72,65.59,66.99,43.93,80.19,36.18,60.1,80.31,38.62,92.31,57.0,90.86,29.32,50.2,42.77,115.78,67.3
56.74,63.94,59.15,75.13,52.54,46.13,56.08,43.3,49.7,63.3,58.6,54.15,72.1,89.41,49.88,10.3,117.48,95.54,89.53,98.53,60.79,71.42,64.1,55.24,72.32
48.88,57.22,63.21,54.0,49.19,43.28,57.39,44.39,55.16,75.49,72.07,43.9,94.3,40.89,65.22,57.95,41.78,65.85,71.89,44.95,91.71,51.48,53.54,35.9,45.33
48.71,51.72,49.31,39.82,55.55,52.46,54.5,51.7,45.91,88.85,62.53,59.99,89.98,54.0,65.48,65.59,70.36,59.44,55.3,48.99,38.53,41.58,92.8,67.83,70.64
62.54,61.0,73.64,59.39,33.18,72.04,73.36,47.42,98.13,45.7,52.9,44.83,70.28,79.44,54.13,62.47,34.22,110.93,69.34,54.39,46.87,65.86,84.03,91.36,86.98
59.67,67.29,55.65,79.03,61.18,45.53,40.27,61.13,62.51,76.17,52.21,48.42,49.16,74.98,58.52,92.23,30.05,81.7,95.89,39.95,74.2,52.31,48.22,53.6,92.16
59.54,58.14,58.72,41.82,59.79,58.45,65.21,30.75,46.66,58.71,73.57,41.06,41.39,45.16,60.96,45.77,68.81,72.87,74.73,68.75,68.62,57.48,57.43,44.74,110.14
64.71,52.11,60.66,49.66,49.88,47.46,71.87,42.35,71.53,58.05,50.87,59.54,56.61,75.6,79.17,54.82,70.23,93.91,80.56,82.0,83.19,114.13,64.82,79.04,86.71
51.22,37.57,57.85,59.0,67.57,52.62,66.67,79.55,70.15,36.95,75.19,48.14,75.43,68.93,62.4,31.51,90.34,73.74,54.33,69.57,45.81,80.92,71.44,41.8,81.23
58.16,40.28,62.65,53.35,40.91,36.37,88.38,45.0,56.28,55.73,79.95,76.51,93.14,103.66,79.43,93.19,74.39,58.39,89.02,59.32,64.34,91.56,94.64,80.75,64.96
47.74,48.64,45.9,42.21,69.1,53.13,49.86,75.41,71.19,45.04,35.13,68.49,69.89,70.87,75.25,61.57,64.23,69.52,114.2,92.53,95.5,89.32,87.85,66.51,60.11
54.4,45.3,46.58,67.46,56.93,53.48,69.92,62.97,47.03,53.04,78.56,60.88,82.28,61.6,75.0,58.11,49.43,87.73,53.57,72.81,46.55,69.88,74.1,84.88,96.83
49.63,49.94,40.35,81.84,50.79,63.02,55.57,32.67,51.85,43.53,92.94,49.24,58.95,49.44,89.29,65.06,94.73,30.15,45.95,76.86,101.28,62.77,67.4,43.56,96.4
52.02,52.62,58.05,56.35,54.75,58.9,73.65,66.89,29.85,53.27,64.91,68.09,73.28,51.35,45.41,77.45,84.18,62.53,72.42,93.08,49.12,77.23,34.87,102.56,50.77
57.25,57.83,61.96,43.15,53.66,40.42,56.9,56.35,39.8,53.91,70.29,73.05,76.59,49.96,56.72,72.25,43.94,94.28,86.07,67.54,88.41,75.54,100.78,69.97,91.27
42.41,51.22,58.26,35.41,70.25,70.09,51.76,51.62,85.21,61.45,77.07,64.28,30.34,87.31,95.86,113.66,67.7,58.27,67.22,111.2,63.35,60.06,63.39,90.8,89.63
72.97,57.35,72.26,57.1,41.54,58.73,74.63,61.43,82.8,35.78,56.73,87.66,56.18,64.31,60.5,74.17,69.66,97.38,48.46,61.04,47.53,74.73,106.43,95.12,49.94
40.44,52.71,52.94,67.25,45.47,58.58,50.36,64.64,59.95,38.32,63.83,69.35,78.67,73.61,15.74,57.63,60.61,94.88,66.88,109.96,60.81,57.17,77.22,48.54,87.16
38.25,30.27,60.69,59.7,67.95,55.88,37.93,67.91,83.11,65.43,40.63,76.62,67.53,89.74,61.45,55.9,81.28,66.75,80.66,50.51,82.17,68.4,116.54,93.41,51.39
63.16,41.67,40.45,53.97,47.56,49.27,50.02,74.5,56.68,48.04,63.15,64.14,43.26,23.91,67.36,58.93,82.39,57.2,61.06,80.35,70.86,64.96,86.04,42.65,20.34
59.31,50.42,48.55,46.93,66.26,58.83,65.36,63.71,55.47,76.12,68.72,72.81,22.9,85.74,19.2,38.97,63.48,62.54,80.84,57.15,93.93,45.35,42.21,43.86,71.4
57.55,38.69,61.0,40.89,76.24,62.18,75.79,38.74,59.82,63.38,69.0,49.25,56.96,64.94,88.34,66.72,61.8,118.63,91.71,92.39,100.43,22.63,59.79,117.21,80.8
57.6,58.6,62.76,64.02,49.98,33.29,58.5,51.37,57.19,69.1,77.51,54.67,61.82,71.4,52.51,80.1,94.73,103.61,73.68,60.44,46.75,52.28,69.36,98.46,72.41
50.87,68.84,49.62,64.97,63.52,49.0,74.8,99.2,55.88,81.16,48.99,67.59,48.42,49.92,70.75,54.96,84.26,70.38,68.46,75.82,45.25,109.89,54.21,119.62,139.51
41.58,65.41,52.18,35.45,40.58,52.69,38.66,68.14,75.58,55.35,52.74,67.47,65.36,51.16,61.05,51.47,68.34,56.45,85.17,56.99,44.25,65.5,64.89,65.86,83.52
51.8,49.65,35.54,73.08,64.43,59.33,51.02,91.17,61.18,51.38,90.38,70.12,71.36,72.31,42.45,93.29,36.86,70.22,52.31,88.74,52.57,88.3,43.61,76.25,78.31
43.89,68.4,48.89,60.89,57.49,71.51,53.1,77.54,69.33,73.08,58.67,79.61,74.07,104.54,46.27,40.32,73.36,72.63,50.38,56.88,93.64,27.39,73.12,85.6,84.67
61.24,53.64,63.24,70.8,60.91,45.97,55.45,61.39,73.96,67.64,64.1,39.2,24.13,81.06,48.64,28.78,79.91,44.38,63.8,103.67,82.49,50.83,78.1,73.73,65.07
49.46,48.29,59.61,37.89,46.93,49.53,58.14,62.22,64.63,57.19,59.96,46.41,41.31,85.51,84.0,45.25,16.04,69.52,59.41,50.08,59.83,43.56,51.41,57.59,95.91
42.33,45.25,58.76,37.61,34.24,49.34,66.33,57.49,44.93,80.87,48.26,65.67,57.97,60.74,62.42,38.27,71.66,93.13,53.33,43.09,70.77,67.75,114.72,54.29,83.12
47.63,48.67,53.57,52.21,61.29,45.58,51.0,33.67,39.38,56.82,86.16,50.41,72.44,53.8,55.87,72.95,59.29,33.81,104.69,89.03,99.79,122.86,74.37,78.7,82.09
55.34,47.73,53.08,60.03,29.21,51.49,58.88,58.25,61.16,60.49,52.82,116.04,71.07,50.73,48.64,59.51,62.91,83.71,111.35,58.17,110.11,81.67,55.44,50.53,60.96
45.08,53.87,45.41,75.56,51.03,66.02,56.39,74.95,56.52,60.32,43.53,70.25,70.79,55.7,85.93,62.05,50.21,94.12,62.1,69.86,76.32,107.61,37.96,49.91,39.8
42.37,53.77,61.04,62.47,66.76,42.3,44.5,49.61,60.27,45.98,54.01,60.75,56.67,29.1,90.62,86.75,64.26,57.35,70.79,63.56,16.48,66.66,74.29,82.66,63.72
53.56,52.03,57.84,51.09,57.4,61.56,55.47,63.77,58.77,61.16,29.97,53.75,57.59,51.68,85.73,53.56,92.75,100.19,65.34,43.75,77.09,100.66,67.4,71.91,81.36
53.57,56.81,58.66,41.68,79.35,33.88,55.06,69.92,96.46,80.95,50.91,54.32,50.98,54.47,73.62,79.95,58.74,54.88,90.6,68.46,90.16,115.54,89.84,94.62,64.99
45.68,65.1,46.95,68.76,67.81,48.7,54.77,45.26,39.71,66.67,45.99,62.48,75.68,61.02,70.07,93.2,84.86,76.38,94.46,95.3,75.6,69.7,69.92,64.65,81.56
46.05,62.45,28.24,42.42,46.83,51.72,57.43,51.68,30.15,60.47,70.57,63.79,47.81,66.24,43.72,57.8,52.08,62.17,34.34,90.06,85.89,60.68,47.34,61.21,69.77
53.44,35.67,65.62,73.54,55.34,77.77,58.02,43.75,63.82,57.57,50.56,54.69,77.03,70.16,60.7,79.27,81.04,62.17,78.28,74.64,78.32,44.33,108.92,83.32,84.69
35.8,23.91,47.49,50.59,54.41,52.43,51.16,46.49,53.54,64.96,74.76,57.63,66.43,63.75,53.03,61.65,67.03,56.27,43.52,92.25,45.69,65.51,82.37,56.14,53.02
36.22,62.28,43.08,73.09,35.22,27.38,74.18,39.97,63.58,71.25,82.68,83.51,62.26,54.12,33.05,82.63,73.51,81.27,103.29,48.81,52.83,73.72,67.54,59.52,79.34
43.46,36.96,60.98,62.15,43.25,30.01,41.21,45.39,67.47,69.14,73.11,84.15,52.16,30.62,83.5,37.71,67.13,84.13,77.58,63.49,64.42,114.65,76.54,60.39,60.58
48.76,49.53,48.49,52.36,47.99,56.44,47.27,77.87,77.62,55.02,57.66,66.03,40.63,54.22,52.82,36.38,78.87,66.78,52.94,77.92,92.84,44.81,83.19,69.39,40.39
54.26,39.13,65.19,47.77,29.55,63.98,94.53,45.18,37.15,64.87,63.19,40.54,52.31,47.47,85.93,58.96,19.5,42.16,64.29,67.39,55.3,73.25,42.28,112.99,71.28
66.49,32.18,60.1,49.91,55.59,60.88,42.99,59.77,50.93,67.2,37.36,70.62,57.55,71.92,80.43,50.0,40.73,75.66,63.36,65.06,80.35,33.9,76.39,43.71,109.57
60.01,57.96,60.86,59.14,51.89,58.18,38.72,50.96,65.22,44.89,58.93,86.87,23.91,79.46,74.74,56.7,74.72,76.02,79.24,45.99,77.23,63.04,63.32,102.5,42.18
49.32,60.35,37.29,54.93,34.09,71.11,66.92,74.5,70.17,62.52,47.66,83.92,59.74,79.96,75.73,62.05,29.19,63.88,89.32,28.37,103.52,78.54,83.91,90.23,77.69
50.8,45.66,66.94,46.87,60.05,48.99,28.96,76.36,90.81,27.58,71.76,73.75,78.25,76.87,54.23,78.96,57.18,103.48,46.61,86.36,70.15,82.76,57.09,108.47,92.95
40.47,23.5,56.0,52.01,63.95,67.63,53.82,70.1,72.86,67.24,100.88,84.76,72.36,61.73,97.51,58.66,65.99,38.29,104.86,74.86,35.03,84.37,60.0,143.01,126.75
50.81,45.99,48.75,54.94,57.84,34.78,85.97,62.29,58.18,69.91,68.75,62.85,54.81,55.13,65.75,51.17,51.68,25.87,100.31,88.04,84.26,80.35,108.75,105.49,63.91
47.97,56.31,54.65,28.46,50.95,44.24,36.14,54.77,46.09,71.21,30.14,72.05,63.77,51.3,70.28,59.67,54.21,54.11,51.93,61.26,114.83,84.19,99.46,94.36,60.78
54.39,35.73,32.57,59.5,62.39,32.51,30.24,41.31,50.82,54.07,55.4,51.11,53.82,38.37,53.64,52.16,72.02,81.5,70.42,55.74,85.6,72.96,2.15,45.13,48.75
42.31,54.02,57.7,42.24,63.5,52.43,36.76,85.21,50.41,64.64,62.9,66.68,65.45,80.86,48.7,49.19,85.67,47.94,102.36,70.13,54.85,49.99,97.87,47.9,100.66
56.45,51.83,41.16,40.16,58.84,55.4,69.13,47.36,68.5,81.36,62.35,83.27,88.41,61.03,73.35,36.97,49.27,49.36,93.04,87.08,48.82,33.12,71.42,81.92,55.48
67.09,58.37,37.44,33.75,44.69,57.48,72.18,67.29,62.73,81.21,49.67,52.57,78.98,42.81,68.81,67.25,56.36,86.07,62.43,65.37,51.46,60.52,57.77,36.64,66.66
49.86,53.32,35.49,32.47,58.46,56.8,50.08,72.83,39.81,59.56,64.8,48.22,71.59,49.95,51.19,55.76,53.47,76.79,84.88,86.04,112.07,69.17,51.35,87.54,33.4
55.22,41.3,65.8,37.73,69.94,43.94,66.22,50.23,52.68,62.09,41.74,63.56,54.87,49.26,39.83,83.39,22.2,75.16,127.45,49.87,64.29,98.33,52.59,27.03,94.89
58.25,65.16,45.76,45.49,47.54,53.53,75.77,72.53,71.72,76.66,46.35,58.37,75.37,64.73,42.78,39.95,69.62,82.85,71.05,66.77,57.42,69.89,58.38,99.35,101.06
46.79,50.26,70.64,77.44,81.22,36.53,81.13,68.7,64.1,37.49,71.01,72.39,35.17,82.15,85.93,56.24,84.29,59.92,56.66,68.6,67.75,67.87,48.77,66.92,94.03
53.35,51.7,46.84,47.69,48.43,73.72,53.67,82.19,67.25,55.15,45.26,54.75,58.84,58.08,54.27,98.63,85.81,60.8,72.36,94.53,64.5,80.1,43.88,76.79,38.88
51.13,41.73,33.37,56.13,55.41,52.05,25.93,51.43,64.55,80.03,69.34,89.5,72.63,25.71,59.07,49.09,50.89,83.39,73.81,74.15,103.14,66.33,50.63,57.54,88.66
52.03,47.12,40.16,58.81,46.59,49.64,45.92,40.0,82.58,74.63,39.77,41.37,75.22,60.78,90.38,61.74,43.84,42.45,58.77,104.92,50.2,89.02,79.95,32.23,37.36
42.88,42.27,67.21,55.57,57.79,76.66,51.24,50.92,62.42,65.54,88.35,82.06,74.05,61.34,45.36,44.11,67.4,27.29,77.61,43.05,95.2,113.57,74.08,101.16,76.31
51.26,50.1,51.21,53.07,33.22,39.85,53.5,60.92,53.4,37.41,49.0,49.76,67.86,60.18,52.28,41.73,82.34,59.77,44.54,72.6,73.5,118.01,84.95,103.39,79.61
56.23,70.83,46.69,39.66,48.17,41.37,54.46,58.81,45.72,59.25,57.53,33.26,59.77,53.33,51.55,93.85,69.86,85.69,56.02,73.59,95.74,74.04,71.57,66.27,81.98
66.24,36.91,54.84,71.41,41.35,41.75,72.11,52.49,62.62,51.15,66.12,65.81,71.88,67.7,93.32,69.08,72.35,72.86,83.79,82.4,103.44,79.07,44.91,88.56,87.03
61.07,34.25,58.77,75.69,56.69,55.12,74.2,31.27,23.61,64.97,52.24,57.93,47.28,65.12,99.88,68.41,88.12,84.29,34.78,53.73,72.74,105.16,83.63,65.4,74.82
73.61,68.18,65.85,33.81,67.43,61.61,54.68,64.59,56.33,47.86,63.22,44.25,49.06,63.58,78.15,35.47,53.33,29.69,86.61,103.69,64.54,68.85,51.4,80.35,30.85
42.94,49.7,69.66,41.71,63.08,65.62,71.83,85.61,56.02,44.61,69.92,35.1,64.02,71.01,78.71,72.46,62.93,73.99,29.77,70.26,72.36,86.26,86.9,90.7,87.04
60.16,44.64,48.86,50.64,25.35,89.44,61.83,64.5,39.22,29.03,75.89,61.87,65.86,56.69,54.84,86.83,97.24,80.42,35.24,48.26,69.06,48.16,47.93,86.21,77.2
52.93,63.44,37.75,42.43,80.53,26.76,57.87,66.53,45.54,78.33,73.27,77.61,32.88,55.73,99.08,86.69,63.36,42.33,59.27,69.68,37.03,65.47,58.22,103.5,54.69
73.99,45.34,48.25,60.07,58.69,63.91,69.24,66.01,70.74,54.0,58.34,71.36,70.51,87.46,69.68,78.03,43.55,84.38,74.59,63.74,102.83,96.28,65.23,85.42,39.69
42.51,72.09,55.99,45.26,45.29,48.76,57.98,63.56,62.35,62.36,58.73,62.91,75.75,73.51,79.93,45.67,54.62,65.88,94.84,125.66,76.04,56.92,87.5,74.62,109.65
42.18,59.46,41.92,79.98,56.96,48.38,84.78,71.04,60.48,59.97,97.41,69.66,61.72,78.06,63.15,71.64,49.64,126.36,70.12,91.0,47.16,69.31,76.78,57.25,102.7
44.71,46.63,41.99,68.29,57.2,47.94,37.58,63.54,63.44,43.99,75.72,61.56,102.18,84.84,60.31,78.02,73.61,26.63,64.19,70.99,28.62,38.94,73.43,63.47,90.88
28.7,75.73,56.95,56.55,46.66,44.19,50.05,53.62,60.34,41.11,46.71,39.12,51.73,72.94,94.1,33.7,50.42,94.01,80.3,67.76,23.28,114.12,113.54,91.82,59.78
45.48,45.34,52.44,66.32,57.47,77.9,55.29,46.86,77.02,44.92,62.55,39.27,57.04,79.78,74.45,45.82,72.01,60.51,52.02,89.02,86.79,98.52,33.5,40.96,18.37
43.03,60.16,53.38,67.27,47.41,66.95,62.93,54.51,60.79,49.15,55.81,58.75,56.48,37.15,90.4,81.99,53.38,37.27,71.72,89.98,58.31,75.95,50.67,98.33,92.21
52.58,55.29,44.28,47.23,49.95,56.3,74.12,62.4,37.86,65.5,58.9,59.43,61.74,67.47,69.47,81.77,27.72,57.99,45.61,11.77,61.67,82.66,49.75,67.81,83.25
54.59,66.32,50.35,44.21,46.42,73.56,56.67,53.57,82.64,48.06,41.94,75.62,57.58,60.89,50.15,38.13,72.67,73.27,70.61,82.86,81.01,80.31,34.93,55.99,66.57
70.7,69.18,42.37,54.94,37.09,36.34,37.8,62.4,64.37,86.2,54.62,74.12,39.79,92.52,54.79,80.31,69.75,87.71,66.47,70.56,60.42,101.07,57.53,49.83,100.31
60.98,52.35,63.24,64.34,56.82,38.7,68.37,64.15,50.46,75.41,89.08,71.68,53.98,79.77,66.8,67.72,76.58,100.72,53.32,43.78,82.2,61.11,87.79,88.84,94.08
44.94,43.71,64.91,55.67,62.32,27.69,67.19,69.66,40.83,72.13,69.98,57.52,61.39,53.28,54.04,80.06,54.55,95.02,72.22,87.6,72.95,87.38,60.28,73.68,78.96
41.57,57.06,31.77,35.08,61.44,46.91,30.78,75.96,64.74,58.21,22.39,39.91,83.27,70.34,45.62,54.58,52.58,49.66,72.09,114.92,69.28,94.63,65.84,108.95,75.79
56.17,44.55,42.31,44.37,65.25,58.1,56.95,59.09,57.3,82.71,79.86,68.59,99.34,66.85,86.02,77.61,74.43,89.47,91.92,81.14,38.76,97.52,35.97,46.21,76.15
37.14,74.15,35.79,53.11,59.05,57.34,35.53,39.69,81.83,56.73,77.89,70.4,85.04,71.72,55.46,81.19,95.1,75.43,37.69,92.01,54.2,24.55,55.87,61.28,90.3
70.23,53.5,45.52,53.09,48.34,57.94,48.03,53.17,53.98,59.53,55.43,23.78,50.21,46.68,67.42,59.68,67.21,55.56,67.52,106.08,83.35,59.42,63.07,71.97,55.71
63.38,47.98,52.04,77.67,65.5,37.66,44.81,58.62,46.86,62.55,72.12,48.65,51.52,70.12,70.18,66.32,74.85,63.97,54.17,53.39,57.02,50.6,86.81,57.46,84.58
46.07,54.03,36.33,37.37,38.03,66.44,67.93,32.3,71.99,70.53,47.68,50.94,60.37,60.12,54.71,54.33,61.05,54.51,85.96,32.85,95.71,75.14,36.99,74.13,54.29
33.01,37.18,42.4,60.07,43.74,59.12,58.58,77.44,72.42,69.55,53.71,63.89,92.45,68.8,90.39,95.73,38.44,68.7,83.7,83.14,119.1,29.66,63.22,81.03,105.07
65.22,41.31,41.45,71.87,42.95,65.53,39.64,59.99,61.45,52.87,84.23,49.15,60.27,51.69,45.45,63.84,84.9,54.14,78.9,65.05,84.46,29.04,96.37,84.66,86.97
49.8,65.2,55.38,81.26,68.5,31.39,68.88,63.34,68.81,52.01,56.79,61.39,41.1,54.05,69.58,49.4,83.81,48.47,55.28,42.52,101.6,117.57,63.43,107.14,59.51
64.0,44.77,53.8,49.15,66.78,60.05,37.64,77.12,58.45,69.6,32.02,58.63,54.73,83.96,69.31,53.12,80.15,77.1,86.27,68.44,85.77,84.97,27.52,45.32,76.81
34.26,40.48,44.7,59.9,61.09,40.56,61.46,49.18,62.39,70.73,60.02,59.45,75.49,46.12,64.05,68.28,63.63,79.95,39.16,84.55,60.05,74.54,100.5,81.43,55.79
44.71,57.9,55.03,60.84,68.4,50.83,46.01,66.04,75.89,54.1,59.78,50.54,74.38,47.38,42.3,79.56,78.05,64.44,35.16,67.02,75.1,79.64,88.8,59.77,108.84
51.06,65.04,46.71,56.35,44.01,62.95,52.06,56.46,68.07,36.19,79.57,51.78,59.7,63.12,80.24,41.96,83.53,93.99,44.12,54.26,112.27,75.07,91.69,83.46,111.51
51.49,59.91,49.88,52.81,59.36,57.18,63.81,55.42,56.55,56.89,61.22,44.72,74.28,50.88,78.01,99.26,96.97,63.05,68.35,65.53,60.27,92.94,35.51,83.49,90.67
46.27,62.96,72.24,59.23,53.44,44.93,64.04,47.19,78.61,69.35,54.47,68.08,25.49,48.95,53.18,71.56,85.29,62.25,82.17,69.61,49.69,58.72,105.52,52.29,110.02
57.54,43.68,68.42,23.61,65.59,56.08,75.05,81.32,24.71,87.08,77.2,71.14,64.71,65.79,77.38,74.4,68.18,80.55,10.97,31.41,47.75,75.92,56.37,54.17,78.42
39.79,36.36,38.05,62.18,53.56,36.09,55.89,52.74,88.76,42.03,62.87,49.67,77.2,38.41,71.56,64.25,42.8,65.48,94.79,67.14,66.54,76.78,62.05,85.26,92.18
49.51,68.51,62.54,55.51,50.19,70.95,61.14,67.79,34.26,53.6,49.37,86.33,49.26,46.86,42.59,66.35,69.88,69.61,71.56,43.11,50.43,50.02,57.89,74.51,102.56
52.26,48.45,62.33,51.33,61.76,53.33,51.09,31.75,49.91,54.16,78.9,56.97,49.2,98.92,50.06,63.33,71.75,20.11,38.43,83.18,105.32,98.82,93.36,69.17,74.87
56.4,49.24,39.79,78.56,65.95,70.54,59.46,74.52,58.41,80.34,64.0,86.48,32.2,71.81,84.92,84.32,80.12,68.32,70.97,38.78,75.44,62.64,69.13,88.48,76.6
58.47,66.61,62.42,45.9,46.65,49.16,62.93,72.73,56.88,59.48,61.05,51.73,89.23,51.31,70.41,65.86,92.05,33.28,90.3,90.25,90.92,93.37,83.36,90.1,96.01
39.19,58.12,70.69,49.16,54.24,49.19,55.67,59.36,73.59,46.39,63.76,29.57,51.12,71.11,55.12,79.81,65.24,44.8,80.69,61.82,64.88,74.41,74.63,62.35,89.55
34.89,57.01,40.09,77.9,41.77,46.07,32.65,54.82,43.66,68.38,44.4,68.44,66.98,73.64,49.98,58.19,105.87,42.63,90.43,59.14,47.63,106.31,70.96,55.25,58.0
